net,sta,loc,ch,lat,lon,wZ,wN,wE,starttime
IA,LHSI,,SH,-3.8267,103.5233,1.0,1.0,1.0,2008-01-01T00:00:00
IA,LHSM,00,SH,-4.1779734,103.5742079,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LISM,00,SH,4.4785,96.78746,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LJPI,00,BH,-3.1271,139.945,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LKCI,00,BH,-3.4921,120.8858,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LKSM,00,SH,0.1845,100.6007,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LKUCM,,BH,-3.2924,122.2332,1.0,1.0,1.0,2020-11-01T00:00:00
IA,LLSI,,BH,-3.27843,102.9139,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LLSM,00,SH,-5.60039,104.80943,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LMNI,20,SH,-8.23386,123.7157,1.0,1.0,1.0,2019-11-20T00:00:00
IA,LMTI,00,BH,-8.6011,120.4771,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LOCM,00,SH,-1.6502,120.1825,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LOMSI,,SH,-4.91095,122.74157,1.0,1.0,1.0,2022-09-22T07:45:29
IA,LPCM,00,SH,-3.5012,119.5378,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LPSM,00,SH,-1.7082,100.7196,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LRTI,,SH,-8.2752,123.0,1.0,1.0,1.0,2013-01-01T00:00:00
IA,LSCM,00,SH,-4.365,119.8987,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LSNI,,SH,-8.96,117.18,1.0,1.0,1.0,2021-11-26T00:00:00
IA,LTNI,,SH,-8.75,116.48,1.0,1.0,1.0,2021-11-26T00:00:00
IA,LTNSI,,SH,1.336,97.32,1.0,1.0,1.0,2022-09-22T07:45:29
IA,LTSM,00,SH,1.52936,98.9305,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LUCM,00,SH,-1.4262,120.3225,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LUJI,,BH,-7.826,113.0107,1.0,1.0,1.0,2019-01-01T00:00:00
IA,LUWI,,SH,-1.0418,122.7717,1.0,1.0,1.0,2008-03-10T00:00:00
IA,LWLI,,BH,-5.0175,104.0589,1.0,1.0,1.0,2007-01-01T00:00:00
IA,MABKI,00,SH,2.2433,118.5676,1.0,1.0,1.0,2023-12-20T15:00:00
IA,MAKBI,,SH,-8.487,115.505,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MAKKI,00,SH,-1.582298,108.796982,1.0,1.0,1.0,2023-12-04T00:00:00
IA,MASFI,,SH,-8.537,122.032,1.0,1.0,1.0,2023-07-17T07:45:29
IA,MASI,,BH,-3.1415,102.2396,1.0,1.0,1.0,2009-01-01T00:00:00
IA,MASM,00,SH,5.29847,95.59667,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MASSI,,SH,4.733,125.479,1.0,1.0,1.0,2023-08-19T07:45:29
IA,MBBI,,BH,-1.5406,102.0984,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MBJI,00,SH,-7.44892,109.63243,1.0,1.0,1.0,2018-10-22T00:00:00
IA,MBPI,00,BH,-2.035,133.7322,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MBRPI,,SH,-1.771,130.407,1.0,1.0,1.0,2023-08-09T07:45:29
IA,MBSM,00,SH,-3.1451,101.8374,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MDSI,,SH,-4.4861,104.1783,1.0,1.0,1.0,2008-01-01T00:00:00
IA,MGAI,,SH,4.0079,126.67,1.0,1.0,1.0,2013-01-01T00:00:00
IA,MIBPI,,SH,-5.879,140.709,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MIPI,00,BH,-4.5301,136.8935,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MISSI,,SH,5.552612,126.58147,1.0,1.0,1.0,2023-08-22T07:45:29
IA,MKBI,,SH,-2.4474,101.2396,1.0,1.0,1.0,2009-01-01T00:00:00
IA,MKJM,00,SH,-7.6629,110.4834,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MKS,,SH,-5.2178,119.4696,1.0,1.0,1.0,2015-01-01T00:00:00
IA,MKSM,00,SH,-4.5288,103.36,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MLJI,,SH,-8.157473,112.446699,1.0,1.0,1.0,2018-10-30T00:00:00
IA,MLJM,00,SH,-7.2483,112.3379,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MLMMI,,SH,-8.148,127.792,1.0,1.0,1.0,2023-08-21T07:45:29
IA,MLSI,,SH,4.2668,96.404,1.0,1.0,1.0,2009-01-01T00:00:00
IA,MMCI,00,BH,-2.95597,119.3631,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MMPI,,SH,-8.5181,140.4141,1.0,1.0,1.0,2006-01-01T00:00:00
IA,MMRI,,SH,-8.6357,122.2376,1.0,1.0,1.0,2006-11-09T00:00:00
IA,MMSI,00,SH,-2.6892,118.909,1.0,1.0,1.0,2005-01-01T00:00:00
IA,MNAI,,SH,-4.3605,102.9557,1.0,1.0,1.0,2006-07-27T00:00:00
IA,MNI,,SH,1.44397,124.83998,1.0,1.0,1.0,2005-01-01T00:00:00
IA,MNSI,,SH,0.7955,99.5796,1.0,1.0,1.0,2008-01-01T00:00:00
IA,MPSI,,SH,0.3374,119.898,1.0,1.0,1.0,2008-01-01T00:00:00
IA,MPSM,00,SH,0.5891,100.1383,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MRSI,,SH,0.4771,121.9406,1.0,1.0,1.0,2008-01-01T00:00:00
IA,MSAI,00,SH,-3.346211,128.928436,1.0,1.0,1.0,2007-01-01T00:00:00
IA,MSCM,00,SH,-2.5358,120.2813,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MSHHI,,SH,0.629,128.425,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MTAI,00,SH,2.19802,128.27585,1.0,1.0,1.0,2018-09-14T00:00:00
IA,MTCM,00,SH,-2.573883,121.054464,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MTJPI,,SH,-2.627,140.864,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MTKI,,SH,-0.9418,114.8959,1.0,1.0,1.0,2008-06-21T00:00:00
IA,MTMPI,,SH,-2.305,138.037,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MTMTI,,SH,-9.58,124.88,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MTSI,00,BH,2.1524,98.2524,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MTSM,00,SH,-4.4793,103.5062,1.0,1.0,1.0,2019-01-01T00:00:00
IA,MUMUI,,SH,-1.785,125.481,1.0,1.0,1.0,2023-08-19T07:45:29
IA,MUTSI,,SH,2.3,98.965,1.0,1.0,1.0,2022-09-22T07:45:29
IA,MWPI,00,SH,-0.9258,134.0431,1.0,1.0,1.0,2005-01-01T00:00:00
IA,NANFI,,SH,-8.761,121.302,1.0,1.0,1.0,2022-09-22T07:45:29
IA,NBMI,00,BH,-3.85093,126.69958,1.0,1.0,1.0,2019-01-01T00:00:00
IA,NBPI,,SH,-3.3656,135.4972,1.0,1.0,1.0,2012-10-26T00:00:00
IA,NGJI,,SH,-7.3676,111.4612,1.0,1.0,1.0,2008-01-01T00:00:00
IA,NJBM,,BH,-8.30984,114.617125,1.0,1.0,1.0,2019-11-01T00:00:00
IA,NKBI,,BH,-8.726115,115.5259633,1.0,1.0,1.0,2019-01-01T00:00:00
IA,NKKI,00,BH,-1.5605,110.5671,1.0,1.0,1.0,2019-01-01T00:00:00
IA,NLAI,,SH,-3.239,127.0998,1.0,1.0,1.0,2008-01-01T00:00:00
IA,NSBMM,,BH,-3.082908,128.209544,1.0,1.0,1.0,2020-10-01T00:00:00
IA,OBMI,,SH,-1.3413,127.6444,1.0,1.0,1.0,2012-01-01T00:00:00
IA,OBMPI,,SH,-6.555,139.3,1.0,1.0,1.0,2023-08-25T15:38:29
IA,OMBFM,,BH,-8.6911917,119.8248167,1.0,1.0,1.0,2020-10-01T00:00:00
IA,ONSM,00,SH,2.1599,98.6301,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PAASI,,SH,5.671,95.129,1.0,1.0,1.0,2022-09-22T07:45:29
IA,PABI,00,BH,0.1236,99.8719,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PABKI,00,SH,-3.112172,115.36422,1.0,1.0,1.0,2023-12-24T11:45:00
IA,PAFM,,BH,-8.3832,124.128,1.0,1.0,1.0,2020-10-01T00:00:00
IA,PAKI,,SH,-1.84,116.18,1.0,1.0,1.0,2021-11-26T00:00:00
IA,PASJI,,SH,-6.212,105.9835,1.0,1.0,1.0,2022-09-22T07:45:29
IA,PASMI,,SH,-2.9646,100.2028,1.0,1.0,1.0,2023-08-06T07:45:29
IA,PBCI,00,BH,0.38301,124.0396,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PBJI,,BH,-7.0874,107.4757,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PBKI,,SH,-2.7047,111.6697,1.0,1.0,1.0,2007-01-01T00:00:00
IA,PBLI,00,BH,-8.8218,116.2778,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PBMMI,,SH,-7.86,129.597,1.0,1.0,1.0,2023-08-26T21:45:29
IA,PBMSI,,SH,0.995298,124.282277,1.0,1.0,1.0,2022-09-22T07:45:29
IA,PBNI,,SH,-8.79,118.57,1.0,1.0,1.0,2021-11-26T00:00:00
IA,PBSI,,SH,-0.0547,98.28,1.0,1.0,1.0,2008-01-01T00:00:00
IA,PCI,,BH,-0.9054,119.8366,1.0,1.0,1.0,2005-01-01T00:00:00
IA,PCJI,,SH,-8.1947,111.1771,1.0,1.0,1.0,2008-01-01T00:00:00
IA,PCJM,00,SH,-6.912934,108.719107,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PDLI,00,BH,-8.1037,117.8729,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PDSI,,SH,-0.9118,100.4617,1.0,1.0,1.0,2007-01-01T00:00:00
IA,PGJM,,BH,-8.0102,110.414,1.0,1.0,1.0,2020-10-01T00:00:00
IA,PICM,00,SH,-0.710997,120.088757,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PKCI,00,BH,-4.3507,122.3436,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PKJI,,BH,-7.1678,109.5798,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PKJM,00,SH,-6.79577,108.43985,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PKKI,,SH,-2.2411,113.9722,1.0,1.0,1.0,2007-01-01T00:00:00
IA,PKSI,,BH,-4.0428,103.2639,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PLAI,,SH,-8.8274543,117.7764528,1.0,1.0,1.0,2011-03-04T00:00:00
IA,PLJI,,BH,-7.8616,112.1548,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PLSI,,BH,0.23729,100.55398,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PLSM,00,SH,1.54,99.6462,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PMBI,,SH,-2.9024,104.6993,1.0,1.0,1.0,2005-12-06T00:00:00
IA,PMCI,00,BH,-1.17288,119.3477,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PMMI,00,BH,0.3738,127.4158,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PMSI,,SH,-3.5008,118.9149,1.0,1.0,1.0,2009-01-01T00:00:00
IA,POBSI,,SH,-4.73985,122.00214,1.0,1.0,1.0,2022-09-22T07:45:29
IA,POCI,00,BH,-1.420317,120.656954,1.0,1.0,1.0,2019-01-01T00:00:00
IA,POKJI,,SH,-8.053,112.812,1.0,1.0,1.0,2022-09-22T07:45:29
IA,PPBI,,SH,-2.1616,106.1364,1.0,1.0,1.0,2007-01-01T00:00:00
IA,PPCM,00,SH,-3.727,119.7269,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PPI,,SH,-0.455476,100.397217,1.0,1.0,1.0,2005-01-01T00:00:00
IA,PPJI,00,BH,-7.70444,112.6352777,1.0,1.0,1.0,2018-10-22T00:00:00
IA,PPLI,,BH,-5.74103,105.14486,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PPSI,,SH,-2.766,100.01,1.0,1.0,1.0,2008-01-01T00:00:00
IA,PPSM,00,SH,-5.3182,104.0156,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PRJI,,BH,-8.07216,110.79178,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PRLJI,,SH,-8.232273,113.114018,1.0,1.0,1.0,2022-09-22T07:45:29
IA,PRSI,,SH,0.37,102.17,1.0,1.0,1.0,2021-11-26T00:00:00
IA,PSI,,SH,2.695,98.924,1.0,1.0,1.0,2006-01-01T00:00:00
IA,PSJCM,,BH,-7.06,120.620245,1.0,1.0,1.0,2020-10-01T00:00:00
IA,PSJM,00,SH,-6.96858,106.54906,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PSLI,,BH,-5.93732,105.51004,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PSSI,,BH,2.73532,125.4045,1.0,1.0,1.0,2018-11-22T00:00:00
IA,PSSM,00,SH,-5.86438,104.69528,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PTJI,,BH,-6.2655167,106.748825,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PTSM,00,SH,2.011856,99.166011,1.0,1.0,1.0,2019-01-01T00:00:00
IA,PUPSI,,SH,-1.733,120.676,1.0,1.0,1.0,2023-07-27T07:45:29
IA,PWCM,,BH,-3.6739,120.4005,1.0,1.0,1.0,2019-11-01T00:00:00
IA,PWJI,,SH,-8.021887,111.804112,1.0,1.0,1.0,2008-01-01T00:00:00
IA,RAPI,,SH,-0.4102,130.8211,1.0,1.0,1.0,2006-01-01T00:00:00
IA,RASM,00,SH,-2.1655,101.0708,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RDCM,00,SH,-1.295483,119.552463,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RGRI,,SH,-0.3491,102.3338,1.0,1.0,1.0,2007-01-01T00:00:00
IA,RHRSI,,SH,1.44,100.51,1.0,1.0,1.0,2021-11-26T00:00:00
IA,RKCM,,BH,-2.9402467,121.5806317,1.0,1.0,1.0,2019-11-01T00:00:00
IA,RKPI,,SH,-1.5107,134.1773,1.0,1.0,1.0,2009-01-01T00:00:00
IA,RLSI,00,BH,2.0687,99.8455,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RMSM,00,SH,-2.62326,102.7617,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RNFM,,BH,-8.429345,121.0261133,1.0,1.0,1.0,2020-10-01T00:00:00
IA,RONI,20,BH,-10.76,123.07,1.0,1.0,1.0,2019-11-20T00:00:00
IA,ROTTI,,SH,-10.806,123.013,1.0,1.0,1.0,2022-09-22T07:45:29
IA,RRHRI,,SH,0.571374,100.427397,1.0,1.0,1.0,2022-09-22T07:45:29
IA,RRSI,00,BH,0.84096,100.34611,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RSNI,,SH,-8.91,117.56,1.0,1.0,1.0,2021-11-26T00:00:00
IA,RSSM,00,SH,2.597922,98.782984,1.0,1.0,1.0,2019-01-01T00:00:00
IA,RTBI,,SH,-8.4597,114.942,1.0,1.0,1.0,2009-01-01T00:00:00
IA,SAASI,,SH,5.562,95.525,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SADLY,,SH,-6.5737854,106.074132,1.0,1.0,1.0,2021-12-23T00:00:00
IA,SAKJI,,SH,-7.686,110.155,1.0,1.0,1.0,2023-06-10T04:50:00
IA,SAMKI,00,SH,-0.189252,110.36367,1.0,1.0,1.0,2023-12-02T08:00:00
IA,SANI,,SH,-2.049695,125.988104,1.0,1.0,1.0,2009-11-26T00:00:00
IA,SAPSI,,SH,-1.0,120.464,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SASI,00,SH,0.12411,99.87537,1.0,1.0,1.0,2018-10-22T00:00:00
IA,SASM,00,SH,4.8795,95.4825,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SATPI,,SH,-1.972,138.87,1.0,1.0,1.0,2023-08-14T07:45:29
IA,SAUI,,SH,-7.9826,131.2988,1.0,1.0,1.0,2009-06-29T00:00:00
IA,SBBM,,BH,-8.2031,114.9179,1.0,1.0,1.0,2019-11-01T00:00:00
IA,SBJI,,SH,-6.1117,106.1318,1.0,1.0,1.0,2006-01-01T00:00:00
IA,SBJM,00,SH,-7.967995,110.266119,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SBNI,,BH,-10.492279,121.846004,1.0,1.0,1.0,2017-12-01T00:00:00
IA,SBSI,,SH,1.3988,99.431,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SBSM,00,SH,0.1983,99.3775,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SBSSI,,SH,-1.206,119.889,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SCJI,,SH,-7.681,109.16892,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SCJM,00,SH,-6.8437,107.2221,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SDCI,00,BH,-0.494155,119.768722,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SDSI,,BH,-0.9325,101.428,1.0,1.0,1.0,2008-01-01T00:00:00
IA,SDSM,00,SH,2.75379,98.28677,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SEJI,,BH,-7.0051,111.7288,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SEJM,00,SH,-6.8726,108.5852,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SEMI,00,SH,-2.917031,129.820817,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SGKI,,SH,0.530205,117.604347,1.0,1.0,1.0,2009-01-01T00:00:00
IA,SGSI,00,BH,3.686,125.5286,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SICJI,,SH,-7.472,108.808,1.0,1.0,1.0,2023-08-14T07:45:29
IA,SIJI,,SH,-0.86912,131.26605,1.0,1.0,1.0,2010-01-01T00:00:00
IA,SIJM,00,SH,-7.41011,112.760504,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SIRSI,,SH,0.86,101.66,1.0,1.0,1.0,2021-11-26T00:00:00
IA,SISI,,SH,-1.3265,99.0895,1.0,1.0,1.0,2008-01-01T00:00:00
IA,SISM,00,SH,4.6082,96.7288,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SISMI,,SH,-1.7806,99.14018,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SIUMI,,SH,-1.126,98.98,1.0,1.0,1.0,2023-07-27T07:45:29
IA,SJPM,,BH,-2.5698,140.502,1.0,1.0,1.0,2020-10-01T00:00:00
IA,SKJI,,SH,-7.0053,106.5563,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SKPM,,BH,-3.4485,140.7256,1.0,1.0,1.0,2020-10-01T00:00:00
IA,SKSI,00,BH,5.894472,95.31271,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SKSM,00,SH,-1.946,101.3497,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SLBFM,,BH,-8.796215,115.934067,1.0,1.0,1.0,2020-11-01T00:00:00
IA,SLSI,,SH,-2.3924,102.5927,1.0,1.0,1.0,2009-01-01T00:00:00
IA,SLSM,00,SH,-0.83132,100.65342,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SMKI,,SH,-0.4461,117.2085,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SMPI,,BH,-1.981115,138.710799,1.0,1.0,1.0,2008-01-01T00:00:00
IA,SMRI,,SH,-7.04915,110.44067,1.0,1.0,1.0,2006-11-01T00:00:00
IA,SMSI,,BH,0.9885,122.3654,1.0,1.0,1.0,2012-01-01T00:00:00
IA,SMSM,00,SH,-0.005923,100.17103,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SNBI,00,BH,0.963245,97.429538,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SNJI,,BH,-7.7808,111.7591,1.0,1.0,1.0,2006-01-01T00:00:00
IA,SNSI,,SH,2.4089,96.3267,1.0,1.0,1.0,2009-01-01T00:00:00
IA,SOEI,,SH,-9.7553,124.2672,1.0,1.0,1.0,2008-12-09T00:00:00
IA,SOMPI,,SH,-8.431,141.007,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SPSI,,SH,-3.9646,119.7691,1.0,1.0,1.0,2008-01-01T00:00:00
IA,SPSJM,,BH,-6.6669333,107.6136017,1.0,1.0,1.0,2020-11-01T00:00:00
IA,SPSM,00,SH,2.51596,98.37383,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SRBI,,SH,-8.0848,115.2126,1.0,1.0,1.0,2008-01-01T00:00:00
IA,SRMI,00,BH,-2.941485,129.181801,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SRPI,,SH,-1.876922,136.240169,1.0,1.0,1.0,2009-01-01T00:00:00
IA,SRSI,,BH,-2.531554,120.877791,1.0,1.0,1.0,2017-12-01T00:00:00
IA,SSASI,,SH,2.83,95.925,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SSJM,00,SH,-6.8872,106.9626,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SSKI,,BH,0.817173,108.970255,1.0,1.0,1.0,2018-05-08T00:00:00
IA,SSMI,00,BH,-3.736807,130.828808,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SSSI,00,SH,2.67492,97.97077,1.0,1.0,1.0,2018-10-22T00:00:00
IA,SSSM,00,SH,-1.56407,101.23747,1.0,1.0,1.0,2019-01-01T00:00:00
IA,STKI,,SH,0.0656,111.4772,1.0,1.0,1.0,2007-01-01T00:00:00
IA,STPI,00,BH,-0.46835,132.1256,1.0,1.0,1.0,2019-01-01T00:00:00
IA,STSI,,BH,-2.38874,101.04783,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SUPJI,,SH,-6.796,105.515,1.0,1.0,1.0,2022-09-22T07:45:29
IA,SUSM,00,SH,-5.0212,104.2945,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SUSPI,,SH,-0.732,135.734,1.0,1.0,1.0,2023-08-07T07:45:29
IA,SWCM,00,SH,-4.2145,120.0109,1.0,1.0,1.0,2019-01-01T00:00:00
IA,SWI,,SH,-0.8628,131.2592,1.0,1.0,1.0,2006-01-01T00:00:00
IA,SWJI,,SH,-7.7349,111.7669,1.0,1.0,1.0,2007-01-01T00:00:00
IA,SWPM,,BH,-0.8035,133.594,1.0,1.0,1.0,2020-10-01T00:00:00
IA,SYJI,,SH,-7.7483,110.4914,1.0,1.0,1.0,2021-11-26T00:00:00
IA,TAGJI,,SH,-8.077,110.585,1.0,1.0,1.0,2023-06-11T02:00:00
IA,TAMI,00,BH,-3.675906,128.110803,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TAPSI,,SH,-3.332,119.249,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TARAI,,BH,3.32712,117.57037,1.0,1.0,1.0,2000-01-01T00:00:00
IA,TASI,00,BH,-0.3241,100.0791,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TASSI,,SH,2.347,125.386,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TBCM,00,SH,-4.9117704,120.28299,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TBJI,,SH,-6.8179,111.8481,1.0,1.0,1.0,2008-01-01T00:00:00
IA,TBJKI,00,SH,-1.847503,115.624908,1.0,1.0,1.0,2023-12-21T08:00:00
IA,TBKI,00,BH,2.136,117.4241,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TBMCM,,BH,0.7139,124.59,1.0,1.0,1.0,2020-10-01T00:00:00
IA,TBMUI,,SH,-1.9,124.344,1.0,1.0,1.0,2023-08-07T07:45:29
IA,TDNI,,BH,0.574382,97.819617,1.0,1.0,1.0,2017-12-01T00:00:00
IA,TEBBI,00,SH,-8.151183,115.373344,1.0,1.0,1.0,2023-12-04T00:00:00
IA,TGCM,00,SH,0.5201,123.0778,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TIKSI,,SH,-3.977,121.866,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TIPSI,,SH,0.489,120.419,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TKSM,00,SH,3.1374,98.3244,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TLCM,00,SH,-2.50925,120.79436,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TLE2,,BH,-5.69943,132.73952,1.0,1.0,1.0,2010-01-01T00:00:00
IA,TMSI,,SH,1.294812,124.925571,1.0,1.0,1.0,2013-01-01T00:00:00
IA,TMSM,00,SH,-2.69954,101.44633,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TMTMM,,BH,-3.29802,129.53044,1.0,1.0,1.0,2020-10-01T00:00:00
IA,TNG,,SH,-6.1719,106.6469,1.0,1.0,1.0,2006-01-01T00:00:00
IA,TNGI,00,BH,-6.172,106.647,1.0,1.0,1.0,2024-11-20T07:00:00
IA,TNTI,,SH,0.7718,127.3667,1.0,1.0,1.0,2007-01-05T00:00:00
IA,TOBSI,,SH,-1.446,122.25,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TOCM,00,SH,-2.647398,121.408032,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TOJI,,BH,-6.7621,108.1344,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TOLI2,,SH,1.11119,120.78174,1.0,1.0,1.0,2008-06-30T00:00:00
IA,TOTSI,,SH,-1.15292,121.28416,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TPCI,00,BH,0.467467,121.099286,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TPI,,BH,-2.75633,107.65345,1.0,1.0,1.0,2006-12-22T00:00:00
IA,TPRI,,SH,0.9193,104.5208,1.0,1.0,1.0,2007-01-01T00:00:00
IA,TPSI,00,BH,4.923159,96.017023,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TPTI,00,SH,3.2618,97.1774,1.0,1.0,1.0,2005-01-01T00:00:00
IA,TRIYO,,BH,-2.0601,99.583,1.0,1.0,1.0,2020-10-01T00:00:00
IA,TRPI,,BH,-6.0989,140.3,1.0,1.0,1.0,2019-10-24T00:00:00
IA,TRSI,,SH,2.0256,98.9594,1.0,1.0,1.0,2007-01-01T00:00:00
IA,TSI,,SH,3.5012,98.5645,1.0,1.0,1.0,2006-01-01T00:00:00
IA,TSJM,00,SH,-6.7319,107.8109,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TSNI,,SH,-8.71,118.28,1.0,1.0,1.0,2021-11-26T00:00:00
IA,TSPI,00,BH,-1.4733,132.0898,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TTPSI,,SH,-4.818388,119.761719,1.0,1.0,1.0,2022-09-22T07:45:29
IA,TTSI,,SH,-3.0451,119.819,1.0,1.0,1.0,2008-01-01T00:00:00
IA,TTSM,00,SH,1.0856,99.4108,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TTSMI,,SH,-2.864,128.727,1.0,1.0,1.0,2023-08-05T07:45:29
IA,TUJI,,BH,-8.4018,113.7322,1.0,1.0,1.0,2019-01-01T00:00:00
IA,TWSI,,SH,-8.7381,116.8821,1.0,1.0,1.0,2009-01-01T00:00:00
IA,UBSI,,SH,-3.7611,102.2714,1.0,1.0,1.0,2006-01-01T00:00:00
IA,UGM,,SH,-7.9125,110.5231,1.0,1.0,1.0,2006-06-29T00:00:00
IA,UKCM,,BH,-3.857,122.0431,1.0,1.0,1.0,2020-11-01T00:00:00
